,Name,Date,Time,Category,SubCategory,Max,Min,SalesStart,SalesEnd,Status,City,State,Latitude,Longitude,Description,Currency,URL,ID,Venues
298,San Diego Padres vs. Los Angeles Dodgers,2024-07-30,18:40:00,Baseball,MLB,0.0,0.0,2024-02-06 18:00:00,2024-07-31 01:40:00,onsale,San Diego,California,32.70709659,-117.15680771,N/A,N/A,https://www.ticketmaster.com/san-diego-padres-vs-los-angeles-san-diego-california-07-30-2024/event/0A005F4AC9DE1A3D,vvG1IZ9VlaM-IW,N/A
299,New York Yankees vs. Seattle Mariners,2024-05-21,19:05:00,Baseball,MLB,390.0,15.0,2023-09-13 14:00:00,2024-05-21 23:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-seattle-mariners-bronx-new-york-05-21-2024/event/1D005F26CC184C44,G5vVZ9whGk7s7,N/A
300,Disney On Ice presents Into the Magic,2024-03-22,19:00:00,Ice Shows,Ice Shows,82.0,15.0,2023-11-14 15:00:00,2024-03-23 00:00:00,onsale,Trenton,New Jersey,40.2127206,-74.7577,"Discover why no dream is too big at Disney On Ice presents Into the Magic! Seek adventure in the great wide somewhere with Belle as she explores the Beasts enchanted castle, experience Moanas courage to embark on a voyage with demigod Maui to save her island, and sing-along with Miguel from Coco as he follows the music in his heart. Be inspired by Annas devotion to her sister Elsa on her journey to the North Mountain to stop the eternal winter, and watch Rapunzel and Flynn go to great lengths to make her dream come true. Celebrate the magic of courage, love and adventure at Disney On Ice! *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-into-the-trenton-new-jersey-03-22-2024/event/00005F4AE3383430,k7vGF9VlNCd8Y,N/A
301,Philadelphia 76ers vs. Orlando Magic,2024-04-12,19:00:00,Basketball,NBA,536.0,42.0,2023-09-15 14:00:00,2024-04-13 00:00:00,onsale,Philadelphia,Pennsylvania,39.904551,-75.1736273,N/A,USD,https://www.ticketmaster.com/philadelphia-76ers-vs-orlando-magic-philadelphia-pennsylvania-04-12-2024/event/30005EFBEC0A2F4E,G5dZZ9RRiexWC,N/A
302,Coachella Valley Firebirds vs. Tucson Roadrunners,2024-03-09,18:00:00,Hockey,AHL,125.0,45.0,2023-09-16 17:00:00,2024-03-10 03:00:00,onsale,Palm Desert,California,33.825315,-116.542747,N/A,USD,https://www.ticketmaster.com/coachella-valley-firebirds-vs-tucson-roadrunners-palm-desert-california-03-09-2024/event/0A005F1FB66D4EC6,vvG1IZ9sXUhfDk,N/A
303,San Francisco Giants vs. Los Angeles Dodgers,2024-05-15,18:45:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-05-16 01:45:00,onsale,San Francisco,California,37.7757,-122.395203,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP_3A,Z7r9jZ1AdP_3A,N/A
304,Disney On Ice presents Into the Magic,2024-03-30,19:00:00,Ice Shows,Ice Shows,90.0,23.0,2023-11-14 15:00:00,2024-03-30 23:00:00,onsale,Hershey,Pennsylvania,40.285717,-76.6758748,"Discover why no dream is too big at Disney On Ice presents Into the Magic! Seek adventure in the great wide somewhere with Belle as she explores the Beasts enchanted castle, experience Moanas courage to embark on a voyage with demigod Maui to save her island, and sing-along with Miguel from Coco as he follows the music in his heart. Be inspired by Annas devotion to her sister Elsa on her journey to the North Mountain to stop the eternal winter, and watch Rapunzel and Flynn go to great lengths to make her dream come true. Celebrate the magic of courage, love and adventure at Disney On Ice! *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-into-the-hershey-pennsylvania-03-30-2024/event/02005F2FCF195D7D,vvG1FZ9wT2k4gW,N/A
305,Washington Huskies Mens Basketball vs. UCLA Bruins Mens Basketball,2024-02-29,19:30:00,Basketball,College,0.0,0.0,1900-01-01 06:00:00,2024-03-01 03:30:00,onsale,Seattle,Washington,47.6619,-122.296402,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7vpFA,Z7r9jZ1A7vpFA,N/A
306,New York Knicks vs. Detroit Pistons,2024-02-26,19:30:00,Basketball,NBA,4347.5,7.0,2023-12-28 20:30:00,2024-02-27 01:30:00,onsale,New York,New York,40.7497062,-73.9916006,N/A,USD,https://www.ticketmaster.com/new-york-knicks-vs-detroit-pistons-new-york-new-york-02-26-2024/event/3B005F9BFC842666,G5diZ9yRH-e_J,N/A
307,New York Yankees vs. Atlanta Braves,2024-06-23,13:35:00,Baseball,MLB,390.0,25.0,2023-09-13 14:00:00,2024-06-23 17:35:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-atlanta-braves-bronx-new-york-06-23-2024/event/1D005F26CC274CCD,G5vVZ9whGaVSu,N/A
308,Disney On Ice presents Find Your Hero,2024-03-09,19:00:00,Ice Shows,Ice Shows,80.1,15.05,2023-10-10 15:00:00,2024-03-10 02:00:00,onsale,Southaven,Mississippi,34.9305909,-89.9975673,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information. Clear bag policy is in effect.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-southaven-mississippi-03-09-2024/event/1B005F35811D17D7,G5viZ9Spv6oL9,N/A
309,SHANIA TWAIN - COME ON OVER The Las Vegas Residency - All The Hits!,2024-05-26,20:00:00,Country,Country,452.0,100.0,2023-08-21 17:00:00,2024-05-27 04:00:00,onsale,Las Vegas,Nevada,36.10961689,-115.17247058,N/A,USD,https://www.ticketmaster.com/shania-twain-come-on-over-the-las-vegas-nevada-05-26-2024/event/39005F0AC968192F,G5d0Z9YlaQv0R,N/A
310,Sacramento Kings vs. Philadelphia 76ers,2024-03-25,19:00:00,Basketball,NBA,356.0,36.0,2023-08-18 19:00:00,2024-03-26 03:30:00,onsale,Sacramento,California,38.580372,-121.500231,N/A,USD,https://www.ticketmaster.com/sacramento-kings-vs-philadelphia-76ers-sacramento-california-03-25-2024/event/1C005F0E85FB1D85,G5vYZ9YBAXsUA,N/A
311,New York Yankees vs. Boston Red Sox,2024-07-06,13:05:00,Baseball,MLB,460.0,60.0,2023-09-13 14:00:00,2024-07-06 17:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-boston-red-bronx-new-york-07-06-2024/event/1D005F26CC2C4CF4,G5vVZ9whG57SV,N/A
312,Minnesota Wild vs. Anaheim Ducks,2024-03-14,19:00:00,Hockey,NHL,433.0,48.0,2023-08-24 15:00:00,2024-03-15 02:00:00,onsale,Saint Paul,Minnesota,44.94489438,-93.10121819,N/A,USD,https://www.ticketmaster.com/minnesota-wild-vs-anaheim-ducks-saint-paul-minnesota-03-14-2024/event/06005EDB25B08668,vvG1bZ9ciPiF_I,N/A
313,Anaheim Ducks vs. Seattle Kraken,2024-04-05,19:00:00,Hockey,NHL,429.0,39.0,,,onsale,Anaheim,California,33.80780364,-117.87653112,N/A,USD,https://www.ticketmaster.com/anaheim-ducks-vs-seattle-kraken-anaheim-california-04-05-2024/event/09005ED6CACE3756,vvG10Z9ch1SNqp,N/A
314,Hamilton (Touring),2024-07-13,14:00:00,Theatre,Musical,199.0,49.0,2023-12-11 16:00:00,2024-07-13 20:00:00,onsale,Tempe,Arizona,33.4170454,-111.9399956,"HAMILTON is the story of America then, told by America now. Featuring a score that blends hip-hop, jazz, R&B and Broadway, HAMILTON has taken the story of American founding father Alexander Hamilton and created a revolutionary moment in theatre-a musical that has had a profound impact on culture, politics, and education. With book, music, and lyrics by Lin-Manuel Miranda, direction by Thomas Kail, choreography by Andy Blankenbuehler, and musical supervision and orchestrations by Alex Lacamoire, HAMILTON is based on Ron Chernow's acclaimed biography. It has won Tony, Grammy, and Olivier Awards, the Pulitzer Prize for Drama, and an unprecedented special citation from the Kennedy Center Honors",USD,https://www.ticketmaster.com/hamilton-touring-tempe-arizona-07-13-2024/event/19005F76985312D7,G5v0Z9MQbfs59,N/A
315,Arizona Coyotes vs. Seattle Kraken,2024-03-22,19:00:00,Hockey,NHL,998.0,90.0,2023-08-11 17:00:00,2024-03-23 02:00:00,onsale,Tempe,Arizona,33.42535353,-111.92926329,"Please note the following for Arizona Coyotes games at Mullett Arena: - The NHL has a NO BAG POLICY. Only small clutches are allowed. Each guest may carry a small clutch/purse no larger than 4.5 inches x 6.5 inches. All bags are subject to search. Other things to consider are no bags, backpacks, large purses, oversized tote bags, colored plastic bags, solid drawstring bags, fanny packs, camera bags, binocular cases, mesh bags or reusable grocery bags are allowed. The arena does NOT have a check-in location for prohibited items. Medical bags and diaper bags are permitted and subject to a thorough search. - Mullett Arena is a CASHLESS Venue. Cash will not be accepted. - Sections 114, 115, 116, and 117 DO NOT have seat backs. - The advance price for parking is $30.00 and day of game parking is $40.00. - Tickets labeled with SRO are Standing Room Only tickets in an assigned section and do not have a physical seat.",USD,https://www.ticketmaster.com/arizona-coyotes-vs-seattle-kraken-tempe-arizona-03-22-2024/event/19005EEA80180D30,G5v0Z9mnZkZVY,N/A
316,P!NK: Summer Carnival 2024,2024-08-28,18:30:00,Pop,Pop Rock,0.0,0.0,2023-12-11 17:00:00,2024-08-29 00:30:00,onsale,Missoula,Montana,46.861099,-113.986,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A77oqp,Z7r9jZ1A77oqp,N/A
317,Tampa Bay Rays vs. New York Yankees,2024-07-11,18:50:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-07-11 22:50:00,onsale,Saint Petersburg,Florida,27.737301,-82.646103,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP-Z4,Z7r9jZ1AdP-Z4,N/A
318,New Jersey Devils vs. Pittsburgh Penguins,2024-04-02,19:00:00,Hockey,NHL,905.0,65.0,2023-08-10 15:00:00,2024-04-03 01:00:00,onsale,Newark,New Jersey,40.73340555,-74.17121214,Doors open 90 minutes prior to puck drop.,USD,https://www.ticketmaster.com/new-jersey-devils-vs-pittsburgh-penguins-newark-new-jersey-04-02-2024/event/02005EDBD62C9162,vvG1FZ9cRp5aAx,N/A
319,Florida Panthers vs. Boston Bruins,2024-03-26,19:00:00,Hockey,NHL,0.0,0.0,1900-01-01 18:00:00,2024-03-26 23:00:00,onsale,Sunrise,Florida,26.238701,-80.370499,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdPZfg,Z7r9jZ1AdPZfg,N/A
320,Los Angeles Dodgers vs. St. Louis Cardinals,2024-03-29,19:10:00,Baseball,MLB,0.0,0.0,1900-01-01 06:00:00,2024-03-30 02:10:00,onsale,Los Angeles,California,34.0658,-118.2388,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1AdP977,Z7r9jZ1AdP977,N/A
